Project ID,Project Name,Sector,Status,Project Manager,Person Responsible,Start Date,End Date,Budget (KES),County,Longitude,Latitude
P0372,Medical Supply Chain,Health,Design,Halima Chebet,Ali Cherono,12/11/2026,29/05/2027,665640061,Kitui,38.67925058,-1.916431807
P0373,Health Center Upgrade,Health,Design,Rose Hussein,Grace Ekal,13/09/2026,04/10/2027,2539481264,Kitui,38.61078837,-0.718895156
P0374,Smart City Project,ICT,Completed,Francis Otieno,Fatma Mwangi,11/11/2022,29/11/2023,480286736,Kitui,38.09206617,-1.760481917
P0375,Digital Hub,ICT,Completed,Mercy Hassan,Ahmed Cherono,16/11/2022,02/11/2023,1747470971,Kitui,38.18175021,-1.160016153
P0376,Resort Development,Tourism,Design,Joseph Cherono,Fatma Adan,18/02/2026,25/02/2027,2089302153,Kitui,38.80144415,-1.547020828
P0377,Wind Farm,Energy,Completed,Sarah Ekidor,Grace Kiprotich,08/03/2024,02/06/2025,1880349520,Kitui,38.19583235,-1.733038246
P0378,Medical Supply Chain,Health,Completed,Janet Hussein,Hassan Otieno,15/04/2023,14/04/2024,2840982897,Kitui,38.37789994,-0.475082394
P0379,Borehole Drilling,Water,Ongoing,Fatma Kibet,James Hussein,19/11/2024,01/08/2027,2717362599,Kitui,37.94352052,-1.829973249
P0380,Library Project,Education,Ongoing,Chebet Toroitich,David Mohamed,29/09/2024,09/02/2027,1733997973,Kitui,38.18887277,-2.242262718
P0381,Agro-Processing Plant,Agriculture,Design,Sarah Kiprotich,Sarah Kibet,29/06/2026,16/04/2028,2174759388,Kitui,38.0754427,-1.142717139
P0382,Estate Development,Housing,Completed,Chebet Ekal,Hassan Onyango,10/10/2021,21/03/2024,712384460,Kitui,38.72393414,-1.108397196
P0383,Bridge Construction,Transport,Design,Ali Hussein,Halima Mohamed,29/03/2026,15/06/2028,2082329210,Kitui,38.57371405,-1.408241682
P0384,Affordable Housing,Housing,Design,Ali Achieng,Sarah Abdalla,25/02/2027,08/12/2027,205733401,Kitui,37.73539957,-1.229855506
P0385,E-Government System,ICT,Design,Ahmed Chebet,Rose Mwangi,28/03/2026,07/09/2027,142724653,Kitui,38.68367225,-1.552575292
P0386,Clinic Construction,Health,Design,Sarah Noor,Chebet Abdalla,04/04/2027,15/10/2028,511554213,Kitui,38.63627107,-2.204387329
P0387,Digital Learning Center,Education,Ongoing,Mercy Nduku,Hassan Onyango,24/01/2024,03/10/2027,1825184568,Kitui,38.70521747,-0.585706761
P0388,Innovation Center,ICT,Completed,Grace Mwangi,Ali Ekal,21/10/2021,24/07/2023,2158492639,Kitui,38.63246223,-2.575266299
P0389,Resettlement Housing,Housing,Design,Grace Onyango,Mercy Adan,22/06/2026,05/12/2028,1388539722,Kitui,38.39257189,-2.542277155
P0390,Digital Learning Center,Education,Ongoing,Rebecca Cherono,James Chepngeno,14/10/2024,07/01/2028,2119186284,Kitui,37.91616367,-1.762682105
P0391,Bridge Construction,Transport,Design,Grace Mutua,Daniel Mutua,22/11/2025,03/12/2027,232239453,Kitui,38.51915678,-2.806110758
P0392,Biogas Initiative,Energy,Ongoing,Rebecca Kibet,Samuel Abdalla,17/05/2025,15/11/2025,1752640814,Kitui,38.31482141,-0.203524691
P0393,Gishu Highway Upgrade,Transport,Completed,Daniel Ekidor,Janet Kibet,15/08/2023,22/02/2024,957069075,Kitui,37.98355278,-0.569118857
P0394,Water Pipeline,Water,Design,Fatma Cherono,Francis Nduku,02/11/2025,26/12/2027,1670378535,Kitui,38.3685587,-0.554714419
P0395,Clinic Construction,Health,Ongoing,Rebecca Abdalla,Ahmed Onyango,19/01/2025,19/01/2027,1996207768,Kitui,38.77016624,-1.05903352
P0396,Digital Hub,ICT,Ongoing,Fatma Cherono,Samuel Noor,26/03/2024,22/10/2025,1798592169,Kitui,38.61695999,-2.573704042
P0397,Library Project,Education,Completed,James Chebet,Daniel Mwangi,12/01/2022,21/05/2024,470082810,Kitui,38.36212303,-2.070960961
P0398,Digital Learning Center,Education,Completed,Ahmed Ekal,Janet Mohamed,27/05/2024,25/05/2025,1096748227,Kitui,38.4625481,-2.214135003
P0399,Gishu Clinic Construction,Health,Ongoing,Rose Ekidor,James Mutua,08/03/2025,08/04/2028,865772118,Kitui,38.72145589,-1.92103251
P0400,Bridge Construction,Transport,Ongoing,Francis Abdalla,James Toroitich,04/01/2025,04/05/2026,1949370093,Kitui,37.97703852,-1.07275064
P0401,Clinic Construction,Health,Ongoing,Rebecca Mohamed,Hassan Otieno,22/06/2024,29/03/2027,68669712,Kitui,38.88861272,-1.510440137
P0402,Innovation Center,ICT,Completed,Chebet Nduku,Mercy Achieng,09/12/2023,27/07/2025,2111260556,Kitui,38.25495083,-0.200966862
P0403,Irrigation Scheme,Agriculture,Design,Janet Ekidor,Fatma Ekal,01/10/2025,05/09/2027,259000154,Kitui,38.45994487,-2.781128732
P0404,Borehole Drilling,Water,Design,Chebet Chebet,Chebet Nduku,31/08/2026,26/09/2028,1691096470,Kitui,38.63191877,-2.980834189
P0405,Agro-Processing Plant,Agriculture,Completed,Janet Toroitich,David Achieng,08/04/2023,14/02/2025,1709714747,Kitui,38.16333423,-1.183914473
P0406,Gishu Water Pipeline,Water,Completed,Halima Chebet,Joseph Cherono,17/05/2024,22/04/2025,2351728771,Kitui,38.60635122,-0.972439216
P0407,Cultural Center,Tourism,Completed,Grace Kiprotich,Ali Mutua,07/10/2023,04/08/2024,858333761,Kitui,38.12956077,-1.691945437
P0408,Gishu Technical Institute,Education,Ongoing,Halima Ekidor,Samuel Chebet,22/04/2025,03/09/2026,2337625328,Kitui,38.12525748,-0.668976537
P0409,E-Government System,ICT,Ongoing,Fatma Kibet,Sarah Hussein,05/09/2024,30/05/2027,2393099970,Kitui,38.7486334,-1.04691003
P0410,Eco-Tourism Project,Tourism,Completed,Francis Kibet,Fatma Adan,30/07/2022,17/05/2023,1862375167,Kitui,38.23367623,-0.910282993
P0411,Greenhouse Project,Agriculture,Completed,Hassan Chebet,David Kiprotich,02/09/2022,17/02/2025,1668829642,Kitui,38.6850253,-1.433074975
P0412,Solar Power Plant,Energy,Completed,Ali Achieng,Ahmed Hussein,20/07/2022,19/07/2023,725270878,Kitui,37.89257651,-1.538307435
P0413,,ICT,Design,Ali Achieng,Sarah Hussein,02/11/2026,19/04/2029,997856024,Kitui,38.67946272,-2.188258495
P0414,,Energy,Ongoing,Daniel Hassan,Janet Abdalla,11/12/2024,01/04/2026,973408437,Kitui,37.95917999,-1.666086404
P0415,E-Government System,Health,Ongoing,Mercy Onyango,Hassan Noor,09/03/2024,15/12/2025,567363583,Kitui,38.79603011,-0.750979704
P0416,Biogas Initiative,Transport,Ongoing,Halima Ekal,Janet Otieno,12/12/2024,31/12/2025,976119542,Kitui,38.65683537,-1.147019124
P0417,Clinic Construction,Agriculture,Completed,Rose Adan,Halima Cherono,12/07/2023,30/01/2025,1864818716,Kitui,38.64396106,-2.050108229
P0418,Bypass Road,Health,Design,Joseph Kibet,Joseph Hassan,29/09/2025,02/05/2027,2554613626,Kitui,38.26636089,-0.995846563
P0419,Farm Input Program,Energy,Ongoing,Joseph Hassan,Halima Hussein,01/07/2025,18/03/2026,1680030670,Kitui,38.2567591,-0.686446984
P0420,Medical Supply Chain,Education,Completed,Hassan Toroitich,Joseph Achieng,03/04/2023,18/05/2025,1292076914,Kitui,38.35868107,-2.304360127
P0421,Wind Farm,Energy,Completed,Rose Chepngeno,Chebet Abdalla,15/11/2021,11/12/2023,2444309112,Kitui,38.71375545,-0.661397137
P0422,Technical Institute,Tourism,Design,Grace Toroitich,Joseph Abdalla,05/07/2026,05/10/2028,1247896447,Kitui,38.21543174,-0.734129005
P0423,Gishu Solar Power Plant,Housing,Completed,Janet Ekal,Mercy Kibet,01/05/2023,27/11/2023,79883140,Kitui,37.96935241,-0.917860883
P0424,Eco-Tourism Project,Agriculture,Ongoing,Chebet Adan,Ali Chebet,13/09/2024,01/05/2026,2317403151,Kitui,38.59831613,-2.023610723
P0425,Estate Development,Energy,Design,Fatma Ekidor,Chebet Otieno,23/03/2027,08/11/2029,2555765926,Kitui,38.3638041,-1.054703546
P0426,Gishu Greenhouse Project,Energy,Completed,Joseph Toroitich,Sarah Abdalla,24/01/2021,19/05/2023,2611457989,Kitui,38.3000024,-0.911500751
P0427,Gishu Wind Farm,Energy,Completed,Daniel Adan,James Mohamed,06/05/2022,15/01/2024,928381410,Kitui,38.86567082,-2.054743944
P0428,Solar Power Plant,Agriculture,Design,James Mwangi,James Chebet,16/03/2027,25/07/2028,1775847173,Kitui,38.39884424,-1.650808306
P0429,Mini Hydro Project,Housing,Ongoing,Ahmed Adan,Grace Kibet,27/11/2024,09/04/2028,2493474125,Kitui,38.10071475,-0.32495818
P0430,Farm Input Program,Tourism,Completed,Rebecca Onyango,Janet Chebet,23/04/2021,13/10/2023,1971445112,Kitui,38.08735785,-0.324375667
P0431,Affordable Housing,Housing,Design,David Toroitich,Rebecca Adan,01/03/2026,20/10/2026,2366360995,Kitui,38.29554847,-1.615691939
P0432,Eco-Tourism Project,Housing,Completed,Francis Adan,Grace Ekal,18/08/2022,31/07/2024,457531233,Kitui,38.19967378,-1.674337689
P0433,Resettlement Housing,ICT,Design,Rebecca Mwangi,Chebet Kiprotich,22/11/2026,28/06/2028,735706594,Kitui,38.05103458,-0.518943988
P0434,Resettlement Housing,Transport,Completed,Peter Noor,Peter Ekal,21/04/2023,24/05/2025,639727206,Kitui,38.30090865,-1.581622336
P0435,Gishu Digital Hub,Health,Completed,Peter Ekidor,Chebet Mutua,26/08/2024,01/04/2025,2482178866,Kitui,38.75297972,-0.817032194
P0436,Bypass Road,Tourism,Ongoing,Peter Ekidor,Daniel Mwangi,13/07/2024,15/08/2027,1498507515,Kitui,38.93136559,-1.87553289
P0437,Health Center Upgrade,Transport,Ongoing,Joseph Otieno,Joseph Abdalla,08/03/2024,22/06/2026,2467791199,Kitui,38.2672518,-2.391126459
P0438,Eco-Tourism Project,Health,Design,James Onyango,Chebet Kiprotich,16/04/2026,04/11/2026,253821568,Kitui,38.40170552,-0.951733596
P0439,Bus Rapid Transit,Tourism,Ongoing,Hassan Toroitich,Halima Otieno,16/02/2024,02/11/2026,842146680,Kitui,38.53129787,-2.634181937
P0440,Clinic Construction,Water,Completed,Halima Adan,Peter Onyango,16/07/2021,02/05/2023,2731534810,Kitui,38.13016748,-1.226859839
P0441,Wildlife Conservancy,Education,Ongoing,Rebecca Toroitich,Joseph Ekal,01/12/2024,14/11/2025,466068107,Kitui,38.03228259,-1.223943184
P0442,Water Pipeline,Housing,Completed,Halima Ekidor,Rose Onyango,24/08/2024,02/07/2025,289596868,Kitui,37.95029543,-0.655880151
P0443,Digital Learning Center,Energy,Design,Abdi Adan,Halima Otieno,11/01/2027,16/03/2029,448785658,Kitui,38.46983537,-0.383604502
P0444,Resettlement Housing,Agriculture,Ongoing,Ali Nduku,Mercy Cherono,03/01/2025,05/03/2028,2977523470,Kitui,38.13785944,-1.678223989
P0445,Gishu Biogas Initiative,Water,Design,Chebet Toroitich,Abdi Toroitich,16/08/2026,16/04/2028,2824251002,Kitui,38.52358438,-0.453912665
P0446,Farm Input Program,ICT,Completed,Peter Cherono,Samuel Onyango,04/06/2020,22/01/2023,444335364,Kitui,38.63665093,-1.590962724
P0447,Water Pipeline,Agriculture,Ongoing,Abdi Adan,Samuel Chebet,09/07/2025,23/11/2027,995776524,Kitui,38.95337291,-2.955980831
P0448,Gishu Smart City Project,ICT,Completed,Fatma Mutua,David Cherono,16/03/2023,03/11/2023,294090518,Kitui,38.59160971,-1.515693328
P0449,Farm Input Program,Housing,Ongoing,Janet Noor,Chebet Onyango,03/11/2024,22/01/2028,2880010928,Kitui,37.66907258,-1.115870089
P0450,E-Government System,Transport,Completed,Grace Mohamed,Francis Onyango,30/01/2023,17/09/2024,683517966,Kitui,38.20914323,-1.144378763
P0451,Affordable Housing,Energy,Design,Grace Cherono,Ali Mutua,14/10/2026,15/10/2028,2765246633,Kitui,38.35111691,-0.089241468
P0452,Bus Rapid Transit,Education,Completed,Hassan Abdalla,Daniel Chebet,16/06/2023,20/07/2024,774452751,Kitui,38.88285796,-1.254539397
P0453,Solar Power Plant,Housing,Completed,James Achieng,Francis Chebet,16/05/2022,29/09/2023,540462147,Kitui,38.18084167,-1.380113558
P0454,Gishu Technical Institute,Education,Ongoing,David Ekidor,Samuel Mohamed,21/12/2024,27/12/2026,1462366416,Kitui,38.30744519,-2.41861795
P0455,Affordable Housing,Housing,Design,Rebecca Toroitich,Chebet Toroitich,28/08/2026,14/02/2029,2025000659,Kitui,38.78671159,-1.510028812
P0456,Technical Institute,Health,Design,Grace Ekidor,Grace Otieno,18/03/2026,11/01/2028,244986885,Kitui,38.77929809,-1.497645903
P0457,Resettlement Housing,Energy,Ongoing,Francis Mohamed,Joseph Mohamed,19/03/2024,29/12/2027,2643087803,Kitui,38.62786794,-2.251904291
P0458,Clinic Construction,ICT,Completed,David Adan,Mercy Nduku,23/05/2021,25/08/2023,2240543780,Kitui,38.73447289,-1.969020628
P0459,Mini Hydro Project,Energy,Completed,Janet Cherono,Fatma Chebet,21/06/2022,19/12/2022,1314662465,Kitui,38.06383732,-1.433234516
P0460,Digital Hub,Energy,Design,Sarah Noor,Fatma Mutua,17/12/2026,19/07/2029,489046039,Kitui,38.71303576,-1.134089233
P0461,Solar Power Plant,Energy,Design,Joseph Otieno,Abdi Kibet,09/04/2027,24/10/2028,2259284219,Kitui,38.08793972,-0.726880702
P0462,Wind Farm,ICT,Ongoing,Mercy Kiprotich,Sarah Kibet,04/07/2024,12/05/2027,1080725349,Kitui,38.37380177,-1.817530302
P0463,Mini Hydro Project,Agriculture,Ongoing,Grace Hussein,Chebet Kibet,22/06/2024,09/01/2026,2015584556,Kitui,38.31107242,-0.436852645
P0464,E-Government System,Transport,Ongoing,Samuel Chepngeno,Grace Otieno,07/04/2024,05/06/2026,2722413888,Kitui,38.24360692,-1.800040777
P0465,Irrigation Scheme,Water,Completed,Joseph Ekal,Grace Mwangi,23/12/2022,10/03/2024,2394938255,Kitui,38.01794412,-1.915241133
P0466,Bypass Road,Education,Ongoing,Abdi Adan,Rose Kiprotich,10/04/2024,13/09/2026,1761224268,Kitui,38.40786948,-2.265716886
P0467,Gishu Borehole Drilling,Energy,Ongoing,Francis Chebet,Joseph Mutua,08/02/2024,05/01/2027,2356749653,Kitui,38.0288499,-1.224401785
P0468,Library Project,Education,Completed,Ali Kiprotich,Ali Adan,25/10/2022,24/08/2023,1758847671,Kitui,38.26684456,-0.425732364
P0469,Solar Power Plant,Education,Design,Sarah Chepngeno,Hassan Achieng,21/05/2026,26/08/2027,2767035155,Kitui,38.66220123,-2.892218697
P0470,Digital Learning Center,Energy,Completed,Halima Adan,Francis Ekal,02/08/2021,16/12/2022,1253470721,Kitui,38.94780873,-1.461026828
P0471,Digital Learning Center,Education,Completed,Abdi Mwangi,Fatma Kiprotich,10/08/2022,02/02/2025,2787010245,Kitui,38.69704943,-1.079628949
P0472,Wind Farm,Health,Design,Daniel Ekidor,Rebecca Mutua,25/04/2026,10/04/2027,916571245,Kitui,38.84323104,-2.818115457
P0473,School Construction,Transport,Ongoing,Peter Nduku,Grace Otieno,24/04/2025,11/08/2026,1563397085,Kitui,38.64130342,-1.175723115
P0474,Health Center Upgrade,Energy,Completed,Francis Nduku,Samuel Nduku,11/08/2023,23/05/2025,2042013881,Kitui,38.36103114,-0.490511155
P0475,Bypass Road,Health,Completed,James Chepngeno,Abdi Kiprotich,28/12/2021,24/04/2024,2565357043,Kitui,38.89954175,-1.388775878
P0476,Biogas Initiative,Tourism,Ongoing,Mercy Ekidor,Hassan Chepngeno,24/03/2025,10/03/2028,367170145,Kitui,38.77531813,-2.944894635
P0477,Clinic Construction,Energy,Ongoing,Ali Nduku,Sarah Mutua,02/02/2024,29/11/2026,1783240825,Kitui,38.7439384,-0.913229188
P0478,Resort Development,Housing,Completed,Grace Kiprotich,David Mutua,20/08/2024,23/02/2025,867251462,Kitui,38.00290239,-1.937636223
P0479,Gishu Solar Power Plant,Energy,Ongoing,Halima Mohamed,Joseph Chebet,03/03/2024,20/03/2026,417967388,Kitui,38.79116263,-2.813483486
P0480,Urban Renewal Project,Water,Completed,Francis Chebet,Chebet Toroitich,17/01/2024,18/11/2024,2716724182,Kitui,38.25576765,-0.411855057
P0481,Gishu Solar Power Plant,Water,Completed,Samuel Ekidor,Chebet Onyango,07/05/2023,13/11/2024,2368783813,Kitui,37.99790371,-0.815349879
P0482,Sanitation Project,Health,Design,Rebecca Ekal,Rebecca Chepngeno,03/05/2026,04/06/2028,2426071763,Kitui,38.40857965,-0.811911002
P0483,Sanitation Project,Energy,Design,Chebet Mohamed,Rebecca Achieng,16/11/2026,14/12/2027,99546575,Kitui,38.53939171,-0.614066035
P0484,Clinic Construction,ICT,Design,Abdi Adan,Janet Noor,04/04/2027,04/10/2028,1071164601,Kitui,38.44789386,-0.675839643
P0485,Biogas Initiative,ICT,Design,Fatma Chebet,Chebet Chepngeno,06/11/2025,20/08/2027,575517473,Kitui,38.36784141,-0.739289516
P0486,Innovation Center,Education,Completed,Sarah Noor,Chebet Ekidor,13/12/2023,01/05/2025,2203989322,Kitui,38.32381095,-0.144915469
P0487,E-Government System,Water,Design,Grace Toroitich,Fatma Kibet,25/02/2026,21/06/2028,1702274816,Kitui,38.14400509,-1.455936114
P0488,School Construction,Health,Design,Chebet Chepngeno,Ahmed Mwangi,19/01/2026,01/09/2027,2742238916,Kitui,38.530051,-1.312890872
P0489,Sanitation Project,Energy,Design,Peter Otieno,Sarah Hassan,22/11/2026,10/08/2029,2518511989,Kitui,38.45335696,-0.588176009
P0490,Health Center Upgrade,Energy,Design,Halima Ekidor,Mercy Onyango,05/04/2026,07/12/2028,2914071635,Kitui,38.61540186,-2.884313279
P0491,Biogas Initiative,Energy,Ongoing,Joseph Chepngeno,Rose Otieno,04/03/2024,09/02/2027,835381235,Kitui,38.79123131,-2.274163776
P0492,Mini Hydro Project,Tourism,Design,Rebecca Noor,Hassan Toroitich,22/09/2026,22/11/2028,1962752728,Kitui,38.56073243,-2.277898871
P0493,Mini Hydro Project,Housing,Ongoing,Abdi Mutua,Samuel Toroitich,07/06/2024,15/09/2027,1368977268,Kitui,38.82844731,-0.914288057
P0494,Eco-Tourism Project,Tourism,Design,Ali Achieng,Joseph Hassan,26/02/2026,11/02/2028,1607993800,Kitui,38.18976782,-1.729089798
P0495,Affordable Housing,Agriculture,Design,Ali Chebet,Daniel Mohamed,13/03/2027,12/01/2029,138345552,Kitui,38.2856035,-0.236501742
P0496,Gishu Wildlife Conservancy,Education,Completed,Sarah Kibet,Daniel Kibet,16/05/2020,13/01/2023,154508072,Kitui,38.46302511,-1.05337695
P0497,Greenhouse Project,Water,Completed,Chebet Chebet,Joseph Cherono,11/04/2022,22/06/2024,1894303554,Kitui,37.78061799,-1.118446251
P0498,Digital Learning Center,Water,Ongoing,Halima Mutua,Ali Adan,13/04/2024,17/07/2027,712177375,Kitui,38.19263749,-1.930398798
P0499,Borehole Drilling,Health,Design,Peter Abdalla,Sarah Achieng,25/02/2026,17/06/2028,156899525,Kitui,38.76362305,-1.020080518
P0500,Dam Construction,Water,Completed,Sarah Onyango,Mercy Noor,18/03/2023,05/04/2025,567982965,Kitui,38.42491803,-2.065581852
P0501,Referral Hospital,Housing,Ongoing,Abdi Mohamed,Hassan Mwangi,13/06/2025,01/12/2027,1991459840,Kitui,38.18037295,-2.190955163
P0502,Dam Construction,Tourism,Completed,Mercy Chepngeno,Ahmed Chepngeno,25/09/2022,17/09/2023,2269392716,Kitui,38.09784559,-0.42091618
P0503,Affordable Housing,Housing,Ongoing,Rebecca Chebet,Grace Mutua,28/02/2024,10/03/2026,886803474,Kitui,37.92635882,-0.534680597
P0504,Cultural Center,Education,Ongoing,Janet Noor,Rebecca Abdalla,01/04/2025,08/01/2026,909560185,Kitui,38.8381129,-2.891741938
P0505,Affordable Housing,ICT,Design,Hassan Mwangi,Abdi Mohamed,30/12/2025,27/08/2027,2901645580,Kitui,38.73757721,-1.894097905
P0506,Library Project,Agriculture,Ongoing,Chebet Chepngeno,Grace Mohamed,19/07/2024,29/12/2027,321293345,Kitui,38.63899865,-2.95354247
P0507,Innovation Center,Health,Design,Rebecca Hassan,Fatma Otieno,15/03/2026,15/06/2027,2003321678,Kitui,38.74415055,-1.14767425
P0508,Gishu Agro-Processing Plant,Education,Design,James Kiprotich,Ahmed Onyango,27/03/2026,08/02/2027,1380537874,Kitui,38.61028687,-1.075268649
P0509,Medical Supply Chain,Housing,Ongoing,Ahmed Noor,Joseph Onyango,21/05/2024,12/12/2027,2093960711,Kitui,38.84770433,-0.889589283
P0510,Digital Learning Center,Housing,Completed,Ahmed Adan,Hassan Toroitich,13/02/2022,16/08/2023,602069954,Kitui,38.36149475,-0.701486725
P0511,Urban Renewal Project,Agriculture,Completed,Samuel Achieng,Peter Kiprotich,30/01/2024,30/08/2024,1403182340,Kitui,37.95456526,-1.393714074
P0512,Resettlement Housing,Health,Design,Janet Ekal,Fatma Adan,07/02/2026,29/03/2027,1570362044,Kitui,38.15279159,-0.579229258
P0513,Farm Input Program,Transport,Design,Sarah Mohamed,David Otieno,24/02/2026,03/01/2028,2501670497,Kitui,38.62026568,-2.985249606
P0514,Health Center Upgrade,Health,Completed,Rose Chepngeno,Daniel Hussein,21/06/2021,28/12/2023,65905987,Kitui,38.77995079,-2.6758617
P0515,Bypass Road,Housing,Ongoing,Hassan Mutua,Mercy Adan,02/01/2025,23/02/2028,1156221188,Kitui,38.64047492,-1.044980334
P0516,Medical Supply Chain,Health,Completed,Joseph Kiprotich,Hassan Mutua,07/01/2022,11/07/2023,2549308600,Kitui,38.50925923,-0.42676618
P0517,Urban Renewal Project,Energy,Completed,Ahmed Otieno,Rebecca Hussein,18/03/2022,20/03/2024,2820879415,Kitui,38.32058804,-2.494618731
P0518,Clinic Construction,Water,Ongoing,Rose Kibet,Rebecca Abdalla,17/08/2024,22/08/2027,1108459269,Kitui,38.59012036,-1.142113
P0519,Solar Power Plant,Water,Completed,Daniel Achieng,James Mohamed,18/10/2020,12/12/2022,679079628,Kitui,38.03972098,-2.125311581
P0520,Sanitation Project,Agriculture,Design,Halima Hassan,Halima Kiprotich,04/07/2026,11/11/2027,1610260015,Kitui,38.36665808,-0.427627051
P0521,Water Pipeline,Agriculture,Ongoing,Mercy Toroitich,Hassan Kiprotich,30/01/2024,07/06/2027,2162051512,Kitui,38.68368848,-2.393098363
P0522,Farm Input Program,ICT,Completed,Hassan Mohamed,Ahmed Hussein,08/09/2022,19/05/2025,722323586,Kitui,38.53707791,-1.461551622
P0523,Irrigation Scheme,Education,Completed,Chebet Hassan,Sarah Ekal,03/04/2022,07/04/2023,962412457,Kitui,38.47102516,-2.110890497
P0524,E-Government System,Agriculture,Design,Rebecca Ekal,Sarah Mwangi,23/04/2026,24/06/2027,1879236590,Kitui,38.16855811,-1.106874813
P0525,Technical Institute,Housing,Design,Janet Otieno,Daniel Chepngeno,05/07/2026,14/02/2027,938732383,Kitui,38.84989396,-2.069616537
P0526,Greenhouse Project,Water,Design,Samuel Achieng,Abdi Mohamed,17/10/2025,02/02/2028,2432896366,Kitui,38.50161458,-1.363558359
P0527,Resettlement Housing,Health,Completed,Peter Otieno,Joseph Hassan,22/09/2022,29/06/2024,1421974290,Kitui,38.12451685,-0.44438302
P0528,Dam Construction,Education,Design,Joseph Hassan,Joseph Mutua,01/08/2026,20/01/2029,238226200,Kitui,38.30569672,-2.209256325
P0529,Clinic Construction,Water,Completed,Rose Chepngeno,Rose Mohamed,20/08/2022,10/05/2025,286582171,Kitui,38.41326131,-1.236584073
P0530,Library Project,Agriculture,Design,Fatma Ekidor,James Chepngeno,10/04/2027,07/12/2027,70840655,Kitui,38.58056653,-2.613934547
P0531,Sanitation Project,Transport,Design,Fatma Mwangi,Peter Ekidor,16/10/2026,31/08/2027,2945153546,Kitui,38.07654678,-2.142310832
P0532,Greenhouse Project,ICT,Design,Sarah Ekal,Rebecca Cherono,13/11/2025,13/05/2026,1520362419,Kitui,38.80281102,-2.065902881
P0533,Bridge Construction,Energy,Ongoing,Sarah Otieno,Mercy Otieno,31/05/2025,23/07/2026,1834950770,Kitui,38.17082509,-0.74089719
P0534,Digital Hub,Education,Completed,Janet Ekal,Fatma Abdalla,15/08/2023,25/07/2024,119610292,Kitui,37.95921587,-0.549784115
P0535,Wind Farm,Housing,Design,Ali Nduku,Ali Kibet,23/11/2026,18/02/2029,657678766,Kitui,38.37360681,-1.930140023
P0536,Library Project,Tourism,Ongoing,Francis Abdalla,David Chebet,08/03/2024,18/12/2027,753448860,Kitui,38.49482285,-2.285306278
P0537,Resettlement Housing,Energy,Ongoing,Grace Mutua,Fatma Chebet,29/03/2024,30/08/2026,43198980,Kitui,38.27861748,-1.50565408
P0538,Cultural Center,ICT,Ongoing,Janet Kiprotich,Abdi Cherono,20/01/2025,14/01/2026,2999200416,Kitui,38.78465719,-2.837451912
P0539,Solar Power Plant,Water,Completed,Ali Abdalla,James Adan,29/12/2023,02/04/2025,2273280971,Kitui,38.64968534,-2.183868867
P0540,Digital Hub,Education,Ongoing,Abdi Nduku,Halima Ekidor,29/06/2025,05/04/2027,2328400090,Kitui,38.77041038,-2.728489535
P0541,Dam Construction,Health,Ongoing,Janet Kiprotich,Ali Hassan,02/10/2024,20/08/2027,2555510441,Kitui,38.5945359,-2.965342888
P0542,Library Project,Water,Design,Hassan Abdalla,Francis Toroitich,14/10/2025,21/06/2028,2419977633,Kitui,38.00257277,-1.047521387
P0543,Health Center Upgrade,Health,Completed,David Kibet,Francis Kiprotich,14/12/2021,23/12/2022,2091393123,Kitui,38.34847364,-2.136628367
P0544,Sanitation Project,ICT,Completed,Halima Cherono,Sarah Abdalla,26/07/2021,28/04/2023,1870715499,Kitui,38.1279859,-0.520651301
P0545,Referral Hospital,Energy,Completed,Grace Cherono,Daniel Nduku,09/05/2024,02/04/2025,933313183,Kitui,38.86121907,-0.891361073
P0546,Gishu E-Government System,Transport,Completed,Rebecca Ekidor,Ahmed Mutua,04/06/2022,01/05/2024,1196204476,Kitui,38.41680797,-2.476034487
P0547,Biogas Initiative,Energy,Completed,Samuel Mohamed,Joseph Chebet,06/03/2021,18/09/2023,2694951540,Kitui,38.15337262,-1.505121734
P0548,Bus Rapid Transit,Education,Completed,Hassan Toroitich,Samuel Kiprotich,06/12/2023,13/12/2024,1864668678,Kitui,38.84333738,-1.992377976
P0549,Wind Farm,ICT,Ongoing,Samuel Hassan,Peter Ekidor,15/04/2024,07/09/2027,2658285220,Kitui,37.80834705,-1.487152019
P0550,Technical Institute,ICT,Ongoing,Peter Onyango,Mercy Chebet,28/06/2024,11/05/2028,230331193,Kitui,38.31934032,-1.680793456
P0551,Digital Hub,Health,Design,Ali Ekidor,Halima Ekal,12/02/2026,21/08/2028,2762256530,Kitui,38.70510092,-0.963817073
P0552,Smart City Project,Agriculture,Ongoing,Chebet Mohamed,Janet Cherono,21/01/2024,03/07/2026,1521677177,Kitui,38.9177605,-1.436818311
P0553,Gishu Referral Hospital,ICT,Ongoing,Ali Mohamed,Sarah Chepngeno,18/03/2025,06/02/2027,1362627079,Kitui,38.63576222,-1.299070306
P0554,Agro-Processing Plant,Transport,Completed,Janet Nduku,Daniel Kibet,03/08/2021,19/08/2023,473605289,Kitui,38.76601048,-0.875685067
P0555,Gishu Digital Hub,Education,Completed,Rose Cherono,Daniel Mwangi,17/09/2023,06/12/2024,1996683522,Kitui,38.68825936,-1.0822863
P0556,Bridge Construction,Transport,Ongoing,Janet Kiprotich,Halima Hussein,10/06/2024,26/06/2026,1798327003,Kitui,37.9173279,-1.399333059
